epoch,train_loss,test_loss
1,1.5121323142719922,0.02629270959921457
2,-0.3993591127921251,-0.461688767824276
3,-0.5359514977615674,-0.37048221728132097
4,-0.5939582723416266,-0.5830528711118264
5,-0.7024578801381758,-0.6866797425887651
6,-0.7584578725881671,-0.6842764156790059
7,-0.7997207234226992,-0.7364285066171928
8,-0.8255378213208189,-0.7940370640820927
9,-0.84522976048152,-0.7860337932628614
10,-0.8605161169533662,-0.8031547689649426
11,-0.8735212005046477,-0.8190724240317021
12,-0.8838621316251201,-0.6808974826041563
13,-0.8912172959250401,-0.8208038512111446
14,-0.897518366052966,-0.8413046128174038
15,-0.9059416047192351,-0.8317845233290652
16,-0.9102276106653704,-0.8483967237013542
17,-0.9149243720324642,-0.8500555863649941
18,-0.8454606359756194,0.730530513735649
19,-0.8598719357318059,-0.8514636133073105
20,-0.9216634669021866,-0.8302609840614928
21,-0.9273801551721704,-0.8624961148349591
22,-0.9351219720281619,-0.8698342856985551
23,-0.9401753090101683,-0.8216957803447673
24,-0.9434768444606535,-0.8702765516315897
25,-0.9479683802135672,-0.8785553462987329
26,-0.9521409797707627,-0.8811684660705519
27,-0.9538853178606629,-0.8721515704820185
28,-0.957201387345595,-0.8861559254243786
29,-0.959195422088199,-0.8642281747779544
30,-0.960326394370195,-0.8211222871034234
31,-0.96464945504856,-0.8748496487322781
32,-0.9673873454430278,-0.8802872393602207
33,-0.9670337525411608,-0.8661028644414963
34,-0.9692828286059715,-0.884262354929506
35,-0.970276963116697,-0.881064428333883
36,-0.9728973416156602,-0.8852565074776426
37,-0.9733767212090069,-0.8861751455031796
38,-0.9755097017230758,-0.8837980318308613
39,-0.975861150065492,-0.8809691992346887
40,-0.979154142074752,-0.8556069879988093
