epoch,train_loss,test_loss
1,0.00031466837597527385,-0.5187683232312585
2,-0.442829997145886,-0.5387424587559553
3,-0.5198398297453689,-0.5685054499747945
4,-0.5896500361285623,-0.6045399713571424
5,-0.6131507894197664,-0.3945037607839446
6,-0.5902053060934258,-0.5669042522294654
7,-0.5884477248596923,-0.5875934182114347
8,-0.6113623718966741,-0.5003848145911355
9,-0.6358692932788279,-0.5759587715851304
10,-0.6748237669843311,-0.6321118945635303
11,-0.7104975949373068,-0.6761907388283699
12,-0.601708778642273,-0.5670808065199742
13,-0.597067549041302,-0.6150933454480069
14,-0.6416055114219641,-0.6215410440309365
15,-0.5883694660175603,-0.5498890790565192
16,-0.6055874659028007,-0.47621421436376776
17,-0.626086224796738,-0.6271724057648285
18,-0.6390560626461368,-0.6226645904926607
19,-0.6275239787416417,-0.6107694590809168
20,-0.6739820134535285,-0.6115550718511696
