epoch,train_loss,test_loss
1,4.238141708127259,-0.1461481057440885
2,-0.4124062827789313,-0.4684285340876675
3,-0.5641098376628734,-0.5467484172571588
4,-0.5639690085271372,-0.5349689323409104
5,-0.7028821221933275,-0.6755110881946705
6,-0.7605151392392986,-0.5695075366416095
7,-0.777582321646506,-0.7526009989879382
8,-0.7930785580441306,-0.7663065951685478
9,-0.8187498934362961,-0.7026997007613565
10,-0.825667449019172,-0.792981360990692
11,-0.8465327367855712,-0.7485704938386694
12,-0.8581246178095339,-0.7746342971001142
13,-0.8635896694033457,-0.8152211570974301
14,-0.876326998901785,-0.8005403437502222
15,-0.8751174597985643,-0.8224396127092157
16,-0.8919049497175582,-0.8038562678122594
17,-0.8999033138759818,-0.8411710289985309
18,-0.9100957816427927,-0.8185495620340477
19,-0.9146679862762463,-0.773475239030373
20,-0.9225003291064259,-0.812852493857528
21,-0.928190050844556,-0.8361066975435357
22,-0.9183865207179092,-0.8520526241465115
23,-0.9348266039855639,-0.8644977560841743
24,-0.9412087603897542,-0.8704568119144734
25,-0.9235756835387152,-0.8610405384068504
26,-0.9424736281083682,-0.887741098433365
27,-0.949356777318075,-0.870340760682284
28,-0.9470144646060689,-0.884947646961168
29,-0.954923749851371,-0.8659483965762236
30,-0.9537323143696341,-0.8851430759339789
31,-0.9532835103922318,-0.8747003355143983
32,-0.9592472713722195,-0.8779345799283481
33,-0.9569048158832605,-0.8728241695482054
34,-0.950222787613545,-0.8631805542442533
35,-0.9587182557987618,-0.8811739409503377
36,-0.9641566174380228,-0.781782255579292
37,-0.9587097283522114,-0.8590105493127563
38,-0.9660470050893243,-0.8829490372704135
39,-0.9444865585842372,-0.8270506671089449
40,-0.9469412622355161,-0.8709452612946431
