epoch,train_loss,test_loss
1,0.3811149097966828,-0.0826730943388409
2,-0.5109974699179557,-0.5381181584579158
3,-0.6354014078830446,-0.6284705099891181
4,-0.6797478408404797,-0.6329468570603632
5,-0.6985587149140347,-0.6607559463952059
6,-0.7267545845853277,-0.6798559621459356
7,-0.7443284424999066,-0.6903843678672005
8,-0.7450903520918363,-0.7001118420082846
9,-0.7583160328251378,-0.6848302582347835
10,-0.763326545730478,-0.6986549947916726
11,10.773107979997487,10.138131506649064
12,23.305218955642683,10.148968331607772
13,10.323894901317416,9.862667455790955
14,10.290752244282919,9.737794595883216
15,10.172241363964101,9.722005180076316
16,9.952270181390569,9.488362863328721
17,13.83732321959597,11.943759743961287
18,12.22112034236745,10.899146409682286
19,12.335359796897997,10.914451869917505
20,10.532685121596838,13.131717710141782
