epoch,train_loss,test_loss
1,0.49903060689054407,-0.4198110345268139
2,-0.5100683568847271,-0.5216966202367603
3,-0.5915073650886038,-0.47784620118729865
4,-0.21724970196781787,-0.3046532850712538
5,-0.5004795831745452,-0.4979489847028881
6,-0.6165564883773716,-0.5786417467332802
7,-0.5295655123378392,-0.5603183977489854
8,-0.6369590226719962,-0.5418621761172459
9,-0.675726598448978,-0.6681460701389077
10,-0.6856355984396376,-0.603038661936183
11,-0.6713600923171571,-0.6681411294887464
12,-0.7448706120938096,-0.6962956001073766
13,-0.7696383191682684,-0.7474967019655454
14,-0.790799342201939,-0.7375370380549151
15,-0.8122875737791385,-0.7642004326353838
16,-0.8162182063876211,-0.7785208049241775
17,-0.8335477090874219,-0.7709209796593145
18,-0.8391637838356858,-0.8002806109180789
19,-0.8369276309457301,-0.7884694994783695
20,-0.8425426781830364,-0.7723757842164717
21,-0.8548691690555669,-0.8049372459589331
22,-0.8634014189047463,-0.819547747121549
23,-0.8716761061160745,-0.8145412015234247
24,-0.8751856574680562,-0.825437417074486
25,-0.8836412080211681,-0.8274868637139414
26,-0.8938619349180411,-0.840842252606411
27,-0.9031782130356817,-0.8417745934776318
28,-0.9118860510850135,-0.8294064433578355
29,-0.9216820852910571,-0.8497640857047597
30,-0.9282106026305296,-0.858303027195327
31,-0.9350423108774104,-0.8522071657725322
32,-0.9400428059589432,-0.8630884251844736
33,-0.9448219802463173,-0.8363111599274469
34,-0.9491178654501499,-0.8712396244943877
35,-0.9561120902329912,-0.8729827968426692
36,-0.9625192772258412,-0.8747006052208167
37,-0.9671413966037358,-0.8827729453321225
38,-0.9709848400535877,-0.887258363791086
39,-0.9735463005363092,-0.8899500226716937
40,-0.9767083214577552,-0.8870044816055416
